ProductKey,AlternateKey,SubcategoryKey,SubcategoryName,ProductName,Color,ListPrice,Size,ProductLine,Class,Style,ModelName,Status
422,RW-R623,17,Wheels,LL Road Rear Wheel,Black,112.565,NULL,R ,L ,NULL,LL Road Rear Wheel,Outdate
423,RW-R762,17,Wheels,ML Road Rear Wheel,Black,275.385,NULL,R ,M ,NULL,ML Road Rear Wheel,Outdate
424,RW-R820,17,Wheels,HL Road Rear Wheel,Black,357.06,NULL,R ,H ,NULL,HL Road Rear Wheel,Outdate
425,RW-T905,17,Wheels,Touring Rear Wheel,Black,245.01,NULL,T ,NULL,NULL,Touring Rear Wheel,Outdate
426,FR-M63B-40,12,Mountain Frames,"ML Mountain Frame - Black, 40",Black,348.76,40,M ,M ,U ,ML Mountain Frame,Outdate
427,FR-M63B-44,12,Mountain Frames,"ML Mountain Frame - Black, 44",Black,348.76,44,M ,M ,U ,ML Mountain Frame,Outdate
428,FR-M63B-48,12,Mountain Frames,"ML Mountain Frame - Black, 48",Black,348.76,48,M ,M ,U ,ML Mountain Frame,Outdate
429,FR-R72Y-40,14,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,540.7545,40,R ,M ,W ,ML Road Frame-W,Outdate
430,FR-R72Y-40,14,Road Frames,"ML Road Frame-W - Yellow, 40",Yellow,594.83,40,R ,M ,W ,ML Road Frame-W,Current
431,FR-R72Y-42,14,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,540.7545,42,R ,M ,W ,ML Road Frame-W,Outdate
432,FR-R72Y-42,14,Road Frames,"ML Road Frame-W - Yellow, 42",Yellow,594.83,42,R ,M ,W ,ML Road Frame-W,Current
433,FR-R72Y-44,14,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,540.7545,44,R ,M ,W ,ML Road Frame-W,Outdate
434,FR-R72Y-44,14,Road Frames,"ML Road Frame-W - Yellow, 44",Yellow,594.83,44,R ,M ,W ,ML Road Frame-W,Current
435,FR-R72Y-48,14,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,540.7545,48,R ,M ,W ,ML Road Frame-W,Outdate
436,FR-R72Y-48,14,Road Frames,"ML Road Frame-W - Yellow, 48",Yellow,594.83,48,R ,M ,W ,ML Road Frame-W,Current
437,FR-R92B-62,14,Road Frames,"HL Road Frame - Black, 62",Black,1301.3636,62,R ,H ,U ,HL Road Frame,Outdate
438,FR-R92B-62,14,Road Frames,"HL Road Frame - Black, 62",Black,1431.5,62,R ,H ,U ,HL Road Frame,Current
439,FR-R92B-44,14,Road Frames,"HL Road Frame - Black, 44",Black,1301.3636,44,R ,H ,U ,HL Road Frame,Outdate
440,FR-R92B-44,14,Road Frames,"HL Road Frame - Black, 44",Black,1431.5,44,R ,H ,U ,HL Road Frame,Current
441,FR-R92B-48,14,Road Frames,"HL Road Frame - Black, 48",Black,1301.3636,48,R ,H ,U ,HL Road Frame,Outdate
442,FR-R92B-48,14,Road Frames,"HL Road Frame - Black, 48",Black,1431.5,48,R ,H ,U ,HL Road Frame,Current
443,FR-R92B-52,14,Road Frames,"HL Road Frame - Black, 52",Black,1301.3636,52,R ,H ,U ,HL Road Frame,Outdate
444,FR-R92B-52,14,Road Frames,"HL Road Frame - Black, 52",Black,1431.5,52,R ,H ,U ,HL Road Frame,Current
445,SH-M897-S,22,Shorts,"Men's Sports Shorts, S",Black,59.99,S,S ,NULL,M ,Men's Sports Shorts,Outdate
446,PA-T100,35,Panniers,"Touring-Panniers, Large",Grey,125,NULL,T ,NULL,NULL,Touring-Panniers,Outdate
447,LO-C100,34,Locks,Cable Lock,NA,25,NULL,S ,NULL,NULL,Cable Lock,Outdate
448,PU-0452,36,Pumps,Minipump,NA,19.99,NULL,S ,NULL,NULL,Minipump,Outdate
449,PU-M044,36,Pumps,Mountain Pump,NA,24.99,NULL,M ,NULL,NULL,Mountain Pump,Outdate
450,LT-T990,33,Lights,Taillights - Battery-Powered,NA,13.99,NULL,R ,NULL,NULL,Taillight,Outdate
451,LT-H902,33,Lights,Headlights - Dual-Beam,NA,34.99,NULL,R ,NULL,NULL,Headlights - Dual-Beam,Outdate
452,LT-H903,33,Lights,Headlights - Weatherproof,NA,44.99,NULL,R ,NULL,NULL,Headlights - Weatherproof,Outdate
453,SH-M897-M,22,Shorts,"Men's Sports Shorts, M",Black,59.99,M,S ,NULL,M ,Men's Sports Shorts,Outdate
454,SH-M897-L,22,Shorts,"Men's Sports Shorts, L",Black,59.99,L,S ,NULL,M ,Men's Sports Shorts,Outdate
455,SH-M897-X,22,Shorts,"Men's Sports Shorts, XL",Black,59.99,XL,S ,NULL,M ,Men's Sports Shorts,Outdate
456,TG-W091-S,24,Tights,"Women's Tights, S",Black,74.99,S,S ,NULL,W ,Women's Tights,Outdate
457,TG-W091-M,24,Tights,"Women's Tights, M",Black,74.99,M,S ,NULL,W ,Women's Tights,Outdate
458,TG-W091-L,24,Tights,"Women's Tights, L",Black,74.99,L,S ,NULL,W ,Women's Tights,Outdate
459,SB-M891-S,18,Bib-Shorts,"Men's Bib-Shorts, S",Multi,89.99,S,S ,NULL,M ,Men's Bib-Shorts,Outdate
460,SB-M891-M,18,Bib-Shorts,"Men's Bib-Shorts, M",Multi,89.99,M,S ,NULL,M ,Men's Bib-Shorts,Outdate
461,SB-M891-L,18,Bib-Shorts,"Men's Bib-Shorts, L",Multi,89.99,L,S ,NULL,M ,Men's Bib-Shorts,Outdate
462,GL-H102-S,20,Gloves,"Half-Finger Gloves, S",Black,23.5481,S,S ,NULL,U ,Half-Finger Gloves,Outdate
463,GL-H102-S,20,Gloves,"Half-Finger Gloves, S",Black,24.49,S,S ,NULL,U ,Half-Finger Gloves,Current
464,GL-H102-M,20,Gloves,"Half-Finger Gloves, M",Black,23.5481,M,S ,NULL,U ,Half-Finger Gloves,Outdate
465,GL-H102-M,20,Gloves,"Half-Finger Gloves, M",Black,24.49,M,S ,NULL,U ,Half-Finger Gloves,Current
466,GL-H102-L,20,Gloves,"Half-Finger Gloves, L",Black,23.5481,L,S ,NULL,U ,Half-Finger Gloves,Outdate
467,GL-H102-L,20,Gloves,"Half-Finger Gloves, L",Black,24.49,L,S ,NULL,U ,Half-Finger Gloves,Current
468,GL-F110-S,20,Gloves,"Full-Finger Gloves, S",Black,37.99,S,M ,NULL,U ,Full-Finger Gloves,Outdate
469,GL-F110-M,20,Gloves,"Full-Finger Gloves, M",Black,37.99,M,M ,NULL,U ,Full-Finger Gloves,Outdate
470,GL-F110-L,20,Gloves,"Full-Finger Gloves, L",Black,37.99,L,M ,NULL,U ,Full-Finger Gloves,Outdate
471,VE-C304-S,25,Vests,"Classic Vest, S",Blue,63.5,S,S ,NULL,U ,Classic Vest,Current
472,VE-C304-M,25,Vests,"Classic Vest, M",Blue,63.5,M,S ,NULL,U ,Classic Vest,Current
473,VE-C304-L,25,Vests,"Classic Vest, L",Blue,63.5,L,S ,NULL,U ,Classic Vest,Current
474,SH-W890-S,22,Shorts,"Women's Mountain Shorts, S",Black,69.99,S,M ,NULL,W ,Women's Mountain Shorts,Current
475,SH-W890-M,22,Shorts,"Women's Mountain Shorts, M",Black,69.99,M,M ,NULL,W ,Women's Mountain Shorts,Current
476,SH-W890-L,22,Shorts,"Women's Mountain Shorts, L",Black,69.99,L,M ,NULL,W ,Women's Mountain Shorts,Current
477,WB-H098,28,Bottles and Cages,Water Bottle - 30 oz.,NA,4.99,NULL,S ,NULL,NULL,Water Bottle,Current
478,BC-M005,28,Bottles and Cages,Mountain Bottle Cage,NA,9.99,NULL,M ,NULL,NULL,Mountain Bottle Cage,Current
479,BC-R205,28,Bottles and Cages,Road Bottle Cage,NA,8.99,NULL,R ,NULL,NULL,Road Bottle Cage,Current
480,PK-7098,37,Tires and Tubes,Patch Kit/8 Patches,NA,2.29,NULL,S ,NULL,NULL,Patch kit,Current
481,SO-R809-M,23,Socks,"Racing Socks, M",White,8.99,M,R ,NULL,U ,Racing Socks,Current
482,SO-R809-L,23,Socks,"Racing Socks, L",White,8.99,L,R ,NULL,U ,Racing Socks,Current
483,RA-H123,26,Bike Racks,Hitch Rack - 4-Bike,NA,120,NULL,S ,NULL,NULL,Hitch Rack - 4-Bike,Current
484,CL-9009,29,Cleaners,Bike Wash - Dissolver,NA,7.95,NULL,S ,NULL,NULL,Bike Wash,Current
485,FE-6654,30,Fenders,Fender Set - Mountain,NA,21.98,NULL,M ,NULL,NULL,Fender Set - Mountain,Current
486,ST-1401,27,Bike Stands,All-Purpose Bike Stand,NA,159,NULL,M ,NULL,NULL,All-Purpose Bike Stand,Current
487,HY-1023-70,32,Hydration Packs,Hydration Pack - 70 oz.,Silver,54.99,70,S ,NULL,NULL,Hydration Pack,Current
488,SJ-0194-S,21,Jerseys,"Short-Sleeve Classic Jersey, S",Yellow,53.99,S,S ,NULL,U ,Short-Sleeve Classic Jersey,Current
489,SJ-0194-M,21,Jerseys,"Short-Sleeve Classic Jersey, M",Yellow,53.99,M,S ,NULL,U ,Short-Sleeve Classic Jersey,Current
490,SJ-0194-L,21,Jerseys,"Short-Sleeve Classic Jersey, L",Yellow,53.99,L,S ,NULL,U ,Short-Sleeve Classic Jersey,Current
491,SJ-0194-X,21,Jerseys,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,XL,S ,NULL,U ,Short-Sleeve Classic Jersey,Current
492,FR-T98Y-60,16,Touring Frames,"HL Touring Frame - Yellow, 60",Yellow,1003.91,60,T ,H ,U ,HL Touring Frame,Current
493,FR-T67Y-62,16,Touring Frames,"LL Touring Frame - Yellow, 62",Yellow,333.42,62,T ,L ,U ,LL Touring Frame,Current
494,FR-T98Y-46,16,Touring Frames,"HL Touring Frame - Yellow, 46",Yellow,1003.91,46,T ,H ,U ,HL Touring Frame,Current
495,FR-T98Y-50,16,Touring Frames,"HL Touring Frame - Yellow, 50",Yellow,1003.91,50,T ,H ,U ,HL Touring Frame,Current
496,FR-T98Y-54,16,Touring Frames,"HL Touring Frame - Yellow, 54",Yellow,1003.91,54,T ,H ,U ,HL Touring Frame,Current
497,FR-T98U-46,16,Touring Frames,"HL Touring Frame - Blue, 46",Blue,1003.91,46,T ,H ,U ,HL Touring Frame,Current
498,FR-T98U-50,16,Touring Frames,"HL Touring Frame - Blue, 50",Blue,1003.91,50,T ,H ,U ,HL Touring Frame,Current
499,FR-T98U-54,16,Touring Frames,"HL Touring Frame - Blue, 54",Blue,1003.91,54,T ,H ,U ,HL Touring Frame,Current
500,FR-T98U-60,16,Touring Frames,"HL Touring Frame - Blue, 60",Blue,1003.91,60,T ,H ,U ,HL Touring Frame,Current
501,RD-2308,9,Derailleurs,Rear Derailleur,Silver,121.46,NULL,NULL,NULL,NULL,Rear Derailleur,Current
502,FR-T67U-50,16,Touring Frames,"LL Touring Frame - Blue, 50",Blue,333.42,50,T ,L ,U ,LL Touring Frame,Current
503,FR-T67U-54,16,Touring Frames,"LL Touring Frame - Blue, 54",Blue,333.42,54,T ,L ,U ,LL Touring Frame,Current
504,FR-T67U-58,16,Touring Frames,"LL Touring Frame - Blue, 58",Blue,333.42,58,T ,L ,U ,LL Touring Frame,Current
505,FR-T67U-62,16,Touring Frames,"LL Touring Frame - Blue, 62",Blue,333.42,62,T ,L ,U ,LL Touring Frame,Current
506,FR-T67Y-44,16,Touring Frames,"LL Touring Frame - Yellow, 44",Yellow,333.42,44,T ,L ,U ,LL Touring Frame,Current
507,FR-T67Y-50,16,Touring Frames,"LL Touring Frame - Yellow, 50",Yellow,333.42,50,T ,L ,U ,LL Touring Frame,Current
508,FR-T67Y-54,16,Touring Frames,"LL Touring Frame - Yellow, 54",Yellow,333.42,54,T ,L ,U ,LL Touring Frame,Current
509,FR-T67Y-58,16,Touring Frames,"LL Touring Frame - Yellow, 58",Yellow,333.42,58,T ,L ,U ,LL Touring Frame,Current
510,FR-T67U-44,16,Touring Frames,"LL Touring Frame - Blue, 44",Blue,333.42,44,T ,L ,U ,LL Touring Frame,Current
511,FR-M63S-40,12,Mountain Frames,"ML Mountain Frame-W - Silver, 40",Silver,364.09,40,M ,M ,W ,ML Mountain Frame-W,Current
512,FR-M63S-42,12,Mountain Frames,"ML Mountain Frame-W - Silver, 42",Silver,364.09,42,M ,M ,W ,ML Mountain Frame-W,Current
513,FR-M63S-46,12,Mountain Frames,"ML Mountain Frame-W - Silver, 46",Silver,364.09,46,M ,M ,W ,ML Mountain Frame-W,Current
514,RB-9231,6,Brakes,Rear Brakes,Silver,106.5,NULL,NULL,NULL,NULL,Rear Brakes,Current
515,SE-M236,15,Saddles,LL Mountain Seat/Saddle,NA,27.12,NULL,M ,L ,NULL,LL Mountain Seat/Saddle 2,Current
516,SE-M798,15,Saddles,ML Mountain Seat/Saddle,NA,39.14,NULL,M ,M ,NULL,ML Mountain Seat/Saddle 2,Current
517,SE-M940,15,Saddles,HL Mountain Seat/Saddle,NA,52.64,NULL,M ,H ,NULL,HL Mountain Seat/Saddle 2,Current
518,SE-R581,15,Saddles,LL Road Seat/Saddle,NA,27.12,NULL,R ,L ,NULL,LL Road Seat/Saddle 1,Current
519,SE-R908,15,Saddles,ML Road Seat/Saddle,NA,39.14,NULL,T ,M ,NULL,ML Road Seat/Saddle 2,Current
520,SE-R995,15,Saddles,HL Road Seat/Saddle,NA,52.64,NULL,R ,H ,NULL,HL Road Seat/Saddle 2,Current
521,SE-T312,15,Saddles,LL Touring Seat/Saddle,NA,27.12,NULL,T ,L ,NULL,LL Touring Seat/Saddle,Current
522,SE-T762,15,Saddles,ML Touring Seat/Saddle,NA,39.14,NULL,T ,M ,NULL,ML Touring Seat/Saddle,Current
523,SE-T924,15,Saddles,HL Touring Seat/Saddle,NA,52.64,NULL,T ,H ,NULL,HL Touring Seat/Saddle,Current
524,FR-M21S-42,12,Mountain Frames,"LL Mountain Frame - Silver, 42",Silver,264.05,42,M ,L ,U ,LL Mountain Frame,Current
525,FR-M21S-44,12,Mountain Frames,"LL Mountain Frame - Silver, 44",Silver,264.05,44,M ,L ,U ,LL Mountain Frame,Current
526,FR-M21S-48,12,Mountain Frames,"LL Mountain Frame - Silver, 48",Silver,264.05,48,M ,L ,U ,LL Mountain Frame,Current
527,FR-M21S-52,12,Mountain Frames,"LL Mountain Frame - Silver, 52",Silver,264.05,52,M ,L ,U ,LL Mountain Frame,Current
528,TT-M928,37,Tires and Tubes,Mountain Tire Tube,NA,4.99,NULL,M ,NULL,NULL,Mountain Tire Tube,Current
529,TT-R982,37,Tires and Tubes,Road Tire Tube,NA,3.99,NULL,R ,NULL,NULL,Road Tire Tube,Current
530,TT-T092,37,Tires and Tubes,Touring Tire Tube,NA,4.99,NULL,T ,NULL,NULL,Touring Tire Tube,Current
531,FR-M21B-42,12,Mountain Frames,"LL Mountain Frame - Black, 42",Black,249.79,42,M ,L ,U ,LL Mountain Frame,Current
532,FR-M21B-44,12,Mountain Frames,"LL Mountain Frame - Black, 44",Black,249.79,44,M ,L ,U ,LL Mountain Frame,Current
533,FR-M21B-48,12,Mountain Frames,"LL Mountain Frame - Black, 48",Black,249.79,48,M ,L ,U ,LL Mountain Frame,Current
534,FR-M21B-52,12,Mountain Frames,"LL Mountain Frame - Black, 52",Black,249.79,52,M ,L ,U ,LL Mountain Frame,Current
535,TI-M267,37,Tires and Tubes,LL Mountain Tire,NA,24.99,NULL,M ,L ,NULL,LL Mountain Tire,Current
536,TI-M602,37,Tires and Tubes,ML Mountain Tire,NA,29.99,NULL,M ,M ,NULL,ML Mountain Tire,Current
537,TI-M823,37,Tires and Tubes,HL Mountain Tire,NA,35,NULL,M ,H ,NULL,HL Mountain Tire,Current
538,TI-R092,37,Tires and Tubes,LL Road Tire,NA,21.49,NULL,R ,L ,NULL,LL Road Tire,Current
539,TI-R628,37,Tires and Tubes,ML Road Tire,NA,24.99,NULL,R ,M ,NULL,ML Road Tire,Current
540,TI-R982,37,Tires and Tubes,HL Road Tire,NA,32.6,NULL,R ,H ,NULL,HL Road Tire,Current
541,TI-T723,37,Tires and Tubes,Touring Tire,NA,28.99,NULL,T ,NULL,NULL,Touring Tire,Current
542,PD-M282,13,Pedals,LL Mountain Pedal,Silver/Black,40.49,NULL,M ,L ,NULL,LL Mountain Pedal,Current
543,PD-M340,13,Pedals,ML Mountain Pedal,Silver/Black,62.09,NULL,M ,M ,NULL,ML Mountain Pedal,Current
544,PD-M562,13,Pedals,HL Mountain Pedal,Silver/Black,80.99,NULL,M ,H ,NULL,HL Mountain Pedal,Current
545,PD-R347,13,Pedals,LL Road Pedal,Silver/Black,40.49,NULL,R ,L ,NULL,LL Road Pedal,Current
546,PD-R563,13,Pedals,ML Road Pedal,Silver/Black,62.09,NULL,R ,M ,NULL,ML Road Pedal,Current
547,PD-R853,13,Pedals,HL Road Pedal,Silver/Black,80.99,NULL,R ,H ,NULL,HL Road Pedal,Current
548,PD-T852,13,Pedals,Touring Pedal,Silver/Black,80.99,NULL,T ,NULL,NULL,Touring Pedal,Current
549,FR-M63S-38,12,Mountain Frames,"ML Mountain Frame-W - Silver, 38",Silver,364.09,38,M ,M ,W ,ML Mountain Frame-W,Current
550,FR-M21B-40,12,Mountain Frames,"LL Mountain Frame - Black, 40",Black,249.79,40,M ,L ,U ,LL Mountain Frame,Current
551,FR-M21S-40,12,Mountain Frames,"LL Mountain Frame - Silver, 40",Silver,264.05,40,M ,L ,U ,LL Mountain Frame,Current
552,FD-2342,9,Derailleurs,Front Derailleur,Silver,91.49,NULL,NULL,NULL,NULL,Front Derailleur,Current
553,HB-T721,4,Handlebars,LL Touring Handlebars,NA,46.09,NULL,T ,L ,NULL,LL Touring Handlebars,Current
554,HB-T928,4,Handlebars,HL Touring Handlebars,NA,91.57,NULL,T ,H ,NULL,HL Touring Handlebars,Current
555,FB-9873,6,Brakes,Front Brakes,Silver,106.5,NULL,NULL,NULL,NULL,Front Brakes,Current
556,CS-4759,8,Cranksets,LL Crankset,Black,175.49,NULL,NULL,L ,NULL,LL Crankset,Current
557,CS-6583,8,Cranksets,ML Crankset,Black,256.49,NULL,NULL,M ,NULL,ML Crankset,Current
558,CS-9183,8,Cranksets,HL Crankset,Black,404.99,NULL,NULL,H ,NULL,HL Crankset,Current
559,CH-0234,7,Chains,Chain,Silver,20.24,NULL,NULL,NULL,NULL,Chain,Current
560,BK-T44U-60,3,Touring Bikes,"Touring-2000 Blue, 60",Blue,1214.85,60,T ,M ,U ,Touring-2000,Current
561,BK-T79Y-46,3,Touring Bikes,"Touring-1000 Yellow, 46",Yellow,2384.07,46,T ,H ,U ,Touring-1000,Current
562,BK-T79Y-50,3,Touring Bikes,"Touring-1000 Yellow, 50",Yellow,2384.07,50,T ,H ,U ,Touring-1000,Current
563,BK-T79Y-54,3,Touring Bikes,"Touring-1000 Yellow, 54",Yellow,2384.07,54,T ,H ,U ,Touring-1000,Current
564,BK-T79Y-60,3,Touring Bikes,"Touring-1000 Yellow, 60",Yellow,2384.07,60,T ,H ,U ,Touring-1000,Current
565,BK-T18U-54,3,Touring Bikes,"Touring-3000 Blue, 54",Blue,742.35,54,T ,L ,U ,Touring-3000,Current
566,BK-T18U-58,3,Touring Bikes,"Touring-3000 Blue, 58",Blue,742.35,58,T ,L ,U ,Touring-3000,Current
567,BK-T18U-62,3,Touring Bikes,"Touring-3000 Blue, 62",Blue,742.35,62,T ,L ,U ,Touring-3000,Current
568,BK-T18Y-44,3,Touring Bikes,"Touring-3000 Yellow, 44",Yellow,742.35,44,T ,L ,U ,Touring-3000,Current
569,BK-T18Y-50,3,Touring Bikes,"Touring-3000 Yellow, 50",Yellow,742.35,50,T ,L ,U ,Touring-3000,Current
570,BK-T18Y-54,3,Touring Bikes,"Touring-3000 Yellow, 54",Yellow,742.35,54,T ,L ,U ,Touring-3000,Current
571,BK-T18Y-58,3,Touring Bikes,"Touring-3000 Yellow, 58",Yellow,742.35,58,T ,L ,U ,Touring-3000,Current
572,BK-T18Y-62,3,Touring Bikes,"Touring-3000 Yellow, 62",Yellow,742.35,62,T ,L ,U ,Touring-3000,Current
573,BK-T79U-46,3,Touring Bikes,"Touring-1000 Blue, 46",Blue,2384.07,46,T ,H ,U ,Touring-1000,Current
574,BK-T79U-50,3,Touring Bikes,"Touring-1000 Blue, 50",Blue,2384.07,50,T ,H ,U ,Touring-1000,Current
575,BK-T79U-54,3,Touring Bikes,"Touring-1000 Blue, 54",Blue,2384.07,54,T ,H ,U ,Touring-1000,Current
576,BK-T79U-60,3,Touring Bikes,"Touring-1000 Blue, 60",Blue,2384.07,60,T ,H ,U ,Touring-1000,Current
577,BK-T44U-46,3,Touring Bikes,"Touring-2000 Blue, 46",Blue,1214.85,46,T ,M ,U ,Touring-2000,Current
578,BK-T44U-50,3,Touring Bikes,"Touring-2000 Blue, 50",Blue,1214.85,50,T ,M ,U ,Touring-2000,Current
579,BK-T44U-54,3,Touring Bikes,"Touring-2000 Blue, 54",Blue,1214.85,54,T ,M ,U ,Touring-2000,Current
580,BK-R79Y-40,2,Road Bikes,"Road-350-W Yellow, 40",Yellow,1700.99,40,R ,M ,W ,Road-350-W,Current
581,BK-R79Y-42,2,Road Bikes,"Road-350-W Yellow, 42",Yellow,1700.99,42,R ,M ,W ,Road-350-W,Current
582,BK-R79Y-44,2,Road Bikes,"Road-350-W Yellow, 44",Yellow,1700.99,44,R ,M ,W ,Road-350-W,Current
583,BK-R79Y-48,2,Road Bikes,"Road-350-W Yellow, 48",Yellow,1700.99,48,R ,M ,W ,Road-350-W,Current
584,BK-R19B-58,2,Road Bikes,"Road-750 Black, 58",Black,539.99,58,R ,L ,U ,Road-750,Current
585,BK-T18U-44,3,Touring Bikes,"Touring-3000 Blue, 44",Blue,742.35,44,T ,L ,U ,Touring-3000,Current
586,BK-T18U-50,3,Touring Bikes,"Touring-3000 Blue, 50",Blue,742.35,50,T ,L ,U ,Touring-3000,Current
587,BK-M38S-38,1,Mountain Bikes,"Mountain-400-W Silver, 38",Silver,769.49,38,M ,M ,W ,Mountain-400-W,Current
588,BK-M38S-40,1,Mountain Bikes,"Mountain-400-W Silver, 40",Silver,769.49,40,M ,M ,W ,Mountain-400-W,Current
589,BK-M38S-42,1,Mountain Bikes,"Mountain-400-W Silver, 42",Silver,769.49,42,M ,M ,W ,Mountain-400-W,Current
590,BK-M38S-46,1,Mountain Bikes,"Mountain-400-W Silver, 46",Silver,769.49,46,M ,M ,W ,Mountain-400-W,Current
591,BK-M18S-40,1,Mountain Bikes,"Mountain-500 Silver, 40",Silver,564.99,40,M ,L ,U ,Mountain-500,Current
592,BK-M18S-42,1,Mountain Bikes,"Mountain-500 Silver, 42",Silver,564.99,42,M ,L ,U ,Mountain-500,Current
593,BK-M18S-44,1,Mountain Bikes,"Mountain-500 Silver, 44",Silver,564.99,44,M ,L ,U ,Mountain-500,Current
594,BK-M18S-48,1,Mountain Bikes,"Mountain-500 Silver, 48",Silver,564.99,48,M ,L ,U ,Mountain-500,Current
595,BK-M18S-52,1,Mountain Bikes,"Mountain-500 Silver, 52",Silver,564.99,52,M ,L ,U ,Mountain-500,Current
596,BK-M18B-40,1,Mountain Bikes,"Mountain-500 Black, 40",Black,539.99,40,M ,L ,U ,Mountain-500,Current
597,BK-M18B-42,1,Mountain Bikes,"Mountain-500 Black, 42",Black,539.99,42,M ,L ,U ,Mountain-500,Current
598,BK-M18B-44,1,Mountain Bikes,"Mountain-500 Black, 44",Black,539.99,44,M ,L ,U ,Mountain-500,Current
599,BK-M18B-48,1,Mountain Bikes,"Mountain-500 Black, 48",Black,539.99,48,M ,L ,U ,Mountain-500,Current
600,BK-M18B-52,1,Mountain Bikes,"Mountain-500 Black, 52",Black,539.99,52,M ,L ,U ,Mountain-500,Current
601,BB-7421,5,Bottom Brackets,LL Bottom Bracket,NA,53.99,NULL,NULL,L ,NULL,LL Bottom Bracket,Current
602,BB-8107,5,Bottom Brackets,ML Bottom Bracket,NA,101.24,NULL,NULL,M ,NULL,ML Bottom Bracket,Current
603,BB-9108,5,Bottom Brackets,HL Bottom Bracket,NA,121.49,NULL,NULL,H ,NULL,HL Bottom Bracket,Current
604,BK-R19B-44,2,Road Bikes,"Road-750 Black, 44",Black,539.99,44,R ,L ,U ,Road-750,Current
605,BK-R19B-48,2,Road Bikes,"Road-750 Black, 48",Black,539.99,48,R ,L ,U ,Road-750,Current
606,BK-R19B-52,2,Road Bikes,"Road-750 Black, 52",Black,539.99,52,R ,L ,U ,Road-750,Current
